--Move Updates--
Made Swords Dance have 20 PP
Made Vine Whip have 45 power and 25 PP
Made Pin Missile have 25 power and 95% accuracy
Made Flamethrower have 90 power
Made Hydro Pump have 110 power
Made Surf have 90 power
Made Ice Beam have 90 power
Made Blizzard have 110 power
Made Growth have 20 PP
Made Thunderbolt have 90 power
Made Thunder have 110 power
Made Minimize have 10 PP
Made Barrier have 20 PP
Made Lick have 30 power
Made Smog have 30 power
Made Fire Blast have 110 power
Made Skull Bash have 130 power and 10 PP
Made Glare have 100% accuracy
Made Poison Gas have 90% accuracy
Made Bubble have 40 power
Made Psywave have 100% accuracy
Made Acid Armor have 20 PP
Made Crabhammer have 100 power
Made Thief have 60 power and 25 PP
Made Snore have 50 power
Made Fury Cutter have 40 power
Made Future Sight have 120 power
Made Heat Wave have 95 power
Made Will-O-Wisp have 85% accuracy
Made SmellingSalt have 70 power
Made Knock Off have 65 power
Made Meteor Mash have 90 power and 90% accuracy
Made Air Cutter have 60 power
Made Overheat have 130 power
Made Rock Tomb have 60 power, 15 PP and 95% accuracy
Made Extrasensory have 20 PP
Made Muddy Water have 90 power
Made Covet have 25 PP
Made Wake-Up Slap have 70 power
Made Tailwind have 15 PP
Made Assurance have 60 power
Made Psycho Shift have 100% accuracy
Made Aura Sphere have 80 power
Made Air Slash have 15 PP
Made Dragon Pulse have 85 power
Made Power Gem have 80 power
Made Energy Ball have 90 power
Made Draco Meteor have 130 power
Made Leaf Storm have 130 power
Made Gunk Shot have 80% accuracy
Made Chatter have 65 power
Made Magma Storm have 100 power
Made Storm Throw have 60 power
Made Synchronoise have 120 power
Made Low Sweep have 65 power
Made Hex have 65 power
Made Incinerate have 60 power
Made Water Pledge have 80 power
Made Fire Pledge have 80 power
Made Grass Pledge have 80 power
Made Struggle Bug have 50 power
Made Frost Breath have 45 power
Made Sacred Sword have 15 PP
Made Hurricane have 110 power
Made Techno Blast have 120 power

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF| SPE|SATK|SDEF|ABILITY1    |ABILITY2    |ABILITY3    |ITEM
563 Cofagrigus : Lick at level 1, Shadow Sneak at level 1, Weather Ball at level 1, ViceGrip at level 1, Moonlight at level 5, Destiny Bond at level 9, Shadow Punch at level 13, Curse at level 17, Shock Wave at level 21, Hex at level 25, Shadow Claw at level 29, Spite at level 33, Confuse Ray at level 33, Volt Switch at level 34, Nightmare at level 39, Shadow Force at level 45, SolarBeam at level 51, Hyper Beam at level 57
564 Tirtouga   : Rollout at level 1, Wide Guard at level 1, Whirlpool at level 1, Aqua Jet at level 5, Fake Out at level 8, AncientPower at level 11, Brine at level 15, Razor Shell at level 18, Rock Polish at level 21, Power Gem at level 25, Scald at level 28, Water Pledge at level 31, Muddy Water at level 35, Crabhammer at level 38, Hydro Pump at level 41, Head Charge at level 45, Head Smash at level 48, Hydro Cannon at level 51
565 Carracosta : Absorb at level 1, Rollout at level 1, Stealth Rock at level 1, Aqua Jet at level 1, Rock Throw at level 5, AncientPower at level 8, Horn Leech at level 11, Razor Shell at level 15, Iron Defense at level 18, Muddy Water at level 21, Searing Shot at level 25, Stone Edge at level 28, Crabhammer at level 31, Rain Dance at level 35, Hydro Pump at level 40, Mega Kick at level 45, Hydro Cannon at level 51, Rock Wrecker at level 56, Water Spout at level 61
566 Archen     : Rollout at level 1, Scratch at level 1, Poison Tail at level 1, AncientPower at level 5, Aerial Ace at level 8, Leaf Tornado at level 11, Chatter at level 15, Rock Slide at level 18, Power Gem at level 21, Bounce at level 25, Stone Edge at level 28, Roost at level 31, Tailwind at level 35, Growl at level 38, Aeroblast at level 41, Sky Attack at level 45, Head Smash at level 48, V-create at level 51
567 Archeops   : Rock Polish at level 1, Smog at level 1, Swagger at level 1, Smack Down at level 1, Rock Throw at level 5, Defog at level 8, Acrobatics at level 11, Aerial Ace at level 15, Air Cutter at level 18, AncientPower at level 21, Rock Blast at level 25, Mirror Move at level 28, Power Gem at level 31, Roost at level 35, Drill Peck at level 40, Stone Edge at level 45, Assist at level 51, Hurricane at level 56, Rock Wrecker at level 61
568 Trubbish   : Poison Sting at level 1, Poison Tail at level 1, Clear Smog at level 3, Ominous Wind at level 7, Toxic at level 12, Acid Armor at level 14, Covet at level 18, Sludge at level 23, Cross Poison at level 23, Toxic Spikes at level 25, Coil at level 29, Retaliate at level 34, Slam at level 36, Sludge Bomb at level 40, Gunk Shot at level 45, Skull Bash at level 47
569 Garbodor   : Nature Power at level 1, Rage at level 1, Poison Gas at level 1, Clear Smog at level 1, Poison Fang at level 3, Tail Glow at level 7, Sludge at level 12, Gastro Acid at level 14, Venoshock at level 18, Retaliate at level 23, Cross Poison at level 23, Energy Ball at level 25, Sludge Wave at level 29, Endeavor at level 34, Wood Hammer at level 39, Synchronoise at level 46, Disable at level 54, Gunk Shot at level 59
570 Zorua      : Beat Up at level 1, Payback at level 1, Snarl at level 5, Nasty Plot at level 9, Rolling Kick at level 13, Hone Claws at level 17, Assurance at level 21, Flatter at level 25, Knock Off at level 29, Volt Switch at level 33, Dark Void at level 37, Night Slash at level 41, Crunch at level 45, Dark Pulse at level 49, Electro Ball at level 53, Foul Play at level 57
571 Zoroark    : Payback at level 1, Quash at level 1, Endure at level 1, Magic Room at level 1, Weather Ball at level 1, Faint Attack at level 5, Bite at level 9, Knock Off at level 13, Return at level 17, Night Slash at level 21, Beat Up at level 25, Retaliate at level 29, Secret Power at level 30, Ice Punch at level 34, Embargo at level 39, Slam at level 44, Sucker Punch at level 49, Disable at level 54, Hammer Arm at level 59, V-create at level 64
572 Minccino   : Stomp at level 1, Conversion at level 3, Whirlwind at level 7, Horn Attack at level 9, Chip Away at level 13, Headbutt at level 15, Harden at level 19, Encore at level 21, Conversion 2 at level 25, Disable at level 27, Screech at level 31, Giga Drain at level 33, Razor Wind at level 37, Safeguard at level 39, Sleep Talk at level 43, Take Down at level 45, Skull Bash at level 49
573 Cinccino   : Slash at level 1, Roar at level 1, Sweet Scent at level 1, Wring Out at level 1, Trick Room at level 1, Leaf Storm at level 1
574 Gothita    : Poison Tail at level 1, Psywave at level 3, Mud Shot at level 7, Psybeam at level 10, Pain Split at level 14, Horn Attack at level 16, Luster Purge at level 19, Psycho Shift at level 24, Psycho Cut at level 25, Agility at level 28, Extrasensory at level 31, Gravity at level 33, Blaze Kick at level 37, Imprison at level 40, Dream Eater at level 46, Egg Bomb at level 48
575 Gothorita  : DoubleSlap at level 1, Confusion at level 1, Heart Stamp at level 1, Headbutt at level 1, Magic Room at level 3, Crush Claw at level 7, Ally Switch at level 10, Supersonic at level 14, Agility at level 16, Heal Pulse at level 19, Mirror Coat at level 24, Crunch at level 25, Zen Headbutt at level 28, Guard Swap at level 31, Psychic at level 34, Guard Split at level 39, Scary Face at level 43, Nightmare at level 50, Dream Eater at level 53
576 Gothitelle : Weather Ball at level 1, Block at level 1, Clear Smog at level 1, Luster Purge at level 1, Retaliate at level 3, Cosmic Power at level 7, Shadow Ball at level 10, Gravity at level 14, Dark Pulse at level 16, Sheer Cold at level 19, Psychic at level 24, Psystrike at level 25, Calm Mind at level 28, Light Screen at level 31, Mind Reader at level 34, Future Sight at level 39, Fake Tears at level 45, Wring Out at level 54, Trick at level 59
577 Solosis    : Struggle Bug at level 1, Agility at level 3, Karate Chop at level 7, Torment at level 10, Magic Room at level 14, Faint Attack at level 16, Amnesia at level 19, Reflect at level 24, Miracle Eye at level 25, Air Slash at level 28, Poison Jab at level 31, Dream Eater at level 33, Healing Wish at level 37, Heal Block at level 40, Imprison at level 46, Future Sight at level 48
578 Duosion    : Stomp at level 1, Hypnosis at level 1, Wring Out at level 1, Psyshock at level 1, Cosmic Power at level 3, Lava Plume at level 7, Psychic at level 10, Psystrike at level 14, Swagger at level 16, Future Sight at level 19, Howl at level 24, Psycho Shift at level 25, Lunar Dance at level 28, Heal Block at level 31, Amnesia at level 34, Synthesis at level 39, Healing Wish at level 43, Focus Punch at level 50, Perish Song at level 53
579 Reuniclus  : Kinesis at level 1, Magic Room at level 1, Taunt at level 1, Thief at level 1, Luster Purge at level 3, Wring Out at level 7, Heal Pulse at level 10, Psycho Cut at level 14, Gravity at level 16, Spit Up at level 19, Light Screen at level 24, Trick at level 25, Recover at level 28, Air Slash at level 31, Amnesia at level 34, Psyshock at level 39, Role Play at level 41, Heal Block at level 45, Psychic at level 54, Psystrike at level 59
580 Ducklett   : Aqua Jet at level 1, Razor Leaf at level 3, Mirror Move at level 6, Defog at level 9, Pluck at level 13, Chatter at level 15, BubbleBeam at level 19, Water Pledge at level 21, Aeroblast at level 24, Tailwind at level 27, Thrash at level 30, Last Resort at level 34, Water Spout at level 37, Roost at level 41, Water Sport at level 46
581 Swanna     : Whirlpool at level 1, Acrobatics at level 1, Pluck at level 1, Wing Attack at level 1, Brine at level 3, Octazooka at level 6, Chatter at level 9, SmellingSalt at level 13, Cross Poison at level 15, Air Slash at level 19, Razor Shell at level 21, Water Pledge at level 24, Scald at level 27, Whirlwind at level 30, Bounce at level 34, Hydro Pump at level 40, Brave Bird at level 47, Hydro Cannon at level 55
582 Vanillite  : Weather Ball at level 1, Icy Wind at level 4, Confuse Ray at level 7, Avalanche at level 10, Ice Fang at level 13, Glaciate at level 16, Ice Punch at level 19, Flash Cannon at level 22, Icicle Crash at level 26, Ice Beam at level 31, Mist at level 35, Jump Kick at level 40, Draco Meteor at level 44, Freeze Shock at level 49, Haze at level 53
583 Vanillish  : Sheer Cold at level 1, Ice Ball at level 1, Rain Dance at level 1, Icy Wind at level 1, Avalanche at level 4, Aurora Beam at level 7, Milk Drink at level 10, Dual Chop at level 13, Icicle Crash at level 16, Recover at level 19, Mist at level 22, Meteor Mash at level 26, Ice Beam at level 31, Haze at level 36, Mega Kick at level 42, Freeze Shock at level 47, Power Trick at level 53, Ice Burn at level 58
584 Vanilluxe  : Powder Snow at level 1, Perish Song at level 1, Tackle at level 1, Icy Wind at level 1, Fury Swipes at level 1, Haze at level 4, Round at level 7, Hail at level 10, Avalanche at level 13, Acupressure at level 16, Ice Fang at level 19, Glaciate at level 22, Aurora Beam at level 26, Bone Club at level 31, ExtremeSpeed at level 36, Ice Beam at level 42, Heat Wave at level 50, Freeze Shock at level 59, Ice Burn at level 67
585 Deerling   : Aromatherapy at level 1, Absorb at level 1, Spore at level 4, Moonlight at level 7, DoubleSlap at level 10, Razor Leaf at level 13, Sweet Kiss at level 16, Sleep Powder at level 20, Horn Drill at level 24, Wring Out at level 28, Magical Leaf at level 32, Odor Sleuth at level 36, Facade at level 41, Petal Dance at level 46, Dragon Dance at level 51
586 Sawsbuck   : Absorb at level 1, Ice Ball at level 1, Mega Drain at level 1, Karate Chop at level 1, Razor Leaf at level 1, Magical Leaf at level 4, Horn Leech at level 7, Giga Drain at level 10, Bullet Seed at level 13, SonicBoom at level 16, Flail at level 20, Assist at level 24, Grass Pledge at level 28, Razor Wind at level 32, Energy Ball at level 36, SolarBeam at level 37, Ingrain at level 44, Metronome at level 52, Double-Edge at level 60
587 Emolga     : ThunderShock at level 1, Magnet Rise at level 4, Fury Attack at level 7, Mirror Move at level 10, Acrobatics at level 13, Shock Wave at level 16, Air Cutter at level 19, Wing Attack at level 22, Spark at level 26, Thunder Wave at level 30, Roar at level 34, Iron Head at level 38, Bounce at level 42, Thunder at level 46, Bolt Strike at level 50
588 Karrablast : Feint at level 1, Pin Missile at level 4, Lock-On at level 8, X-Scissor at level 13, Tri Attack at level 16, Bug Buzz at level 20, Attack Order at level 25, Guillotine at level 28, Defend Order at level 32, String Shot at level 37, Magma Storm at level 40, Splash at level 44, Megahorn at level 49, Spider Web at level 52, Zap Cannon at level 56
589 Escavalier : Spider Web at level 1, Fury Cutter at level 1, Mega Drain at level 1, Twineedle at level 1, Magnet Bomb at level 4, Silver Wind at level 8, Metal Burst at level 13, Steamroller at level 16, Steel Wing at level 20, U-turn at level 25, Tail Glow at level 28, Signal Beam at level 32, Iron Head at level 37, Drill Run at level 40, Iron Defense at level 44, Meteor Mash at level 49, Gear Grind at level 52, Megahorn at level 56
590 Foongus    : Poison Sting at level 1, Grass Knot at level 6, Absorb at level 8, Acid Spray at level 12, Toxic Spikes at level 15, Covet at level 18, Venoshock at level 20, U-turn at level 24, Sludge Wave at level 28, Power Whip at level 32, Gastro Acid at level 35, SolarBeam at level 39, Frenzy Plant at level 43, Poison Gas at level 45, Attract at level 50
591 Amoonguss  : Toxic Spikes at level 1, Smog at level 1, Cotton Guard at level 1, Acid Spray at level 1, Acid at level 6, Vine Whip at level 8, Poison Fang at level 12, Needle Arm at level 15, Stun Spore at level 18, Leaf Tornado at level 20, Spore at level 24, Horn Leech at level 28, Coil at level 32, Gunk Shot at level 35, SolarBeam at level 43, Grass Knot at level 49, Leaf Storm at level 54, Frenzy Plant at level 62
592 Frillish   : Cosmic Power at level 1, Bubble at level 1, Water Gun at level 5, Water Pulse at level 9, Shadow Punch at level 13, Confuse Ray at level 17, BubbleBeam at level 22, Brine at level 27, Retaliate at level 32, Razor Shell at level 37, Crabhammer at level 43, Hydro Pump at level 49, Night Shade at level 55, Water Spout at level 61
593 Jellicent  : Absorb at level 1, Clamp at level 1, Shadow Sneak at level 1, Ember at level 1, Bubble at level 5, Shadow Punch at level 9, Brine at level 13, Spite at level 17, Gyro Ball at level 22, Razor Shell at level 27, Water Pledge at level 32, Scald at level 37, Shadow Ball at level 45, Aqua Tail at level 53, Energy Ball at level 61, Hydro Pump at level 69
594 Alomomola  : Withdraw at level 1, Constrict at level 1, Whirlpool at level 5, Water Gun at level 9, Water Pulse at level 13, Silver Wind at level 17, Brine at level 21, BubbleBeam at level 25, Headbutt at level 29, Razor Shell at level 33, Aqua Ring at level 37, Soak at level 41, X-Scissor at level 45, Crabhammer at level 49, Egg Bomb at level 53, Hydro Pump at level 57, Double-Edge at level 61
595 Joltik     : Leech Life at level 1, Fury Cutter at level 1, Struggle Bug at level 1, Heal Order at level 4, Charge Beam at level 7, Hex at level 12, Rage Powder at level 15, Spark at level 18, Discharge at level 23, Secret Sword at level 26, Memento at level 29, Charge at level 34, String Shot at level 37, Attack Order at level 40, Fusion Bolt at level 45, Head Smash at level 48
596 Galvantula : Confusion at level 1, Struggle Bug at level 1, String Shot at level 1, Electroweb at level 1, Silver Wind at level 4, Bulldoze at level 7, Leech Seed at level 12, Shock Wave at level 15, Spark at level 18, Volt Switch at level 23, Discharge at level 26, X-Scissor at level 29, Wild Charge at level 34, Thunder at level 40, Power Whip at level 46, Bolt Strike at level 54, Head Smash at level 60
597 Ferroseed  : DoubleSlap at level 1, Magnet Bomb at level 1, Cotton Guard at level 6, Synthesis at level 9, Sleep Powder at level 14, Faint Attack at level 18, Knock Off at level 21, Steel Wing at level 26, Leech Seed at level 30, Flash Cannon at level 35, Metal Sound at level 38, Meteor Mash at level 43, Sleep Talk at level 47, Energy Ball at level 52, Freeze Shock at level 55
598 Ferrothorn : Razor Leaf at level 1, Magical Leaf at level 1, Mirror Shot at level 1, Steel Wing at level 1, Flash Cannon at level 1, Seed Bomb at level 6, Leaf Blade at level 9, Meteor Mash at level 14, Energy Ball at level 18, Autotomize at level 21, Gear Grind at level 26, Iron Tail at level 30, SolarBeam at level 35, Petal Dance at level 38, Shift Gear at level 40, Seed Flare at level 46, Cotton Spore at level 53, Double-Edge at level 61, Head Charge at level 67
599 Klink      : Pay Day at level 1, Barrage at level 6, Gyro Ball at level 11, Heavy Slam at level 16, Horn Attack at level 21, Defense Curl at level 26, Crush Claw at level 31, Flash Cannon at level 36, Meteor Mash at level 39, Fusion Flare at level 42, Autotomize at level 45, Gear Grind at level 48, Last Resort at level 51, Conversion 2 at level 54, Selfdestruct at level 57
600 Klang      : Bullet Punch at level 1, Iron Defense at level 1, Metal Claw at level 1, Magnet Bomb at level 1, Stomp at level 6, Steel Wing at level 11, Iron Head at level 16, Attract at level 21, Flash Cannon at level 26, Howl at level 31, Meteor Mash at level 36, Gear Grind at level 40, Bonemerang at level 44, Techno Blast at level 48, Hyper Beam at level 52, Shift Gear at level 56, Nature Power at level 60, Yawn at level 64
601 Klinklang  : Autotomize at level 1, Iron Defense at level 1, Bullet Punch at level 1, Metal Claw at level 1, Bulldoze at level 6, Spit Up at level 11, Endeavor at level 16, Recover at level 21, Splash at level 25, Mirror Shot at level 31, Steel Wing at level 36, Iron Head at level 40, Tickle at level 44, Shift Gear at level 48, Flash Cannon at level 54, Meteor Mash at level 60, Gear Grind at level 66, Iron Tail at level 72
602 Tynamo     : Swallow at level 1, Charge Beam at level 1, Energy Ball at level 1, Wild Charge at level 1
603 Eelektrik  : Scratch at level 1, Charge Beam at level 1, Ominous Wind at level 1, Double Kick at level 1, Magnet Bomb at level 9, Magnet Rise at level 19, Thunder Fang at level 29, Spark at level 39, Retaliate at level 44, Fusion Bolt at level 49, Synchronoise at level 54, Encore at level 59, Zap Cannon at level 64, Foresight at level 69, Baton Pass at level 74
604 Eelektross : Retaliate at level 1, Whirlwind at level 1, Grass Knot at level 1, Sludge Bomb at level 1, Volt Tackle at level 1
605 Elgyem     : Clamp at level 1, Psybeam at level 4, Guard Split at level 8, Heal Block at level 11, Luster Purge at level 15, Mirror Coat at level 18, Psyshock at level 22, X-Scissor at level 25, Power Trick at level 29, Acupressure at level 32, Miracle Eye at level 36, Hyper Fang at level 39, Rest at level 43, Uproar at level 46, Guillotine at level 50, Power Swap at level 50, Psychic at level 53, Earth Power at level 56
606 Beheeyem   : Frost Breath at level 1, Teleport at level 1, Light Screen at level 1, Confusion at level 1, Psycho Cut at level 4, Ally Switch at level 8, Razor Wind at level 11, Yawn at level 15, Psyshock at level 18, Kinesis at level 22, Wring Out at level 25, Cosmic Power at level 29, Amnesia at level 32, Blizzard at level 36, Barrier at level 39, Synchronoise at level 45, Future Sight at level 50, Agility at level 56, Freeze Shock at level 58, Trick Room at level 63, Calm Mind at level 68
